imageId,fileName,targetId,label,roi,predictedStatus,score,metrics,algorithm,algorithmVersion,durationMs,message,debugPath,evaluationSet,evaluableForMetrics
key:feature_1,feature_1.png,feature_1,unknown,"[0.0, 0.0, 1.0, 1.0]",PASS,0.9999999463558197,"{""geometryScore"": 1.0, ""goodMatches"": 37.0, ""imageKeypoints"": 37.0, ""inlierBoxHeight"": 46.0, ""inlierBoxWidth"": 195.0, ""inlierBoxX"": 40.0, ""inlierBoxY"": 28.0, ""inlierRatio"": 1.0, ""matchScore"": 1.0, ""normalizedTemplateSimilarity"": 1.0, ""phashSimilarity"": 1.0, ""projectedCoverage"": 0.17640766511105777, ""tealDilatedCoverage"": 0.0009695616406158185, ""tealRawCoverage"": 0.00020566459043365847, ""templateKeypoints"": 37.0, ""templateMatchHeight"": 127.0, ""templateMatchScale"": 1.0, ""templateMatchScore"": 0.9999998211860657, ""templateMatchWidth"": 268.0, ""templateMatchX"": 0.0, ""templateMatchY"": 0.0}",FeaturePresenceDetector,presence-offline.2,30,coarse similarity and AKAZE/RANSAC geometry agree,docs\reports\b3\feature_presence\evaluation\debug\key\feature_1__feature_1.png.jpg,KEY_SELF_CHECK,False
key:feature_2,feature_2.png,feature_2,unknown,"[0.0, 0.0, 1.0, 1.0]",PASS,1.0,"{""geometryScore"": 1.0, ""goodMatches"": 97.0, ""imageKeypoints"": 97.0, ""inlierBoxHeight"": 199.0, ""inlierBoxWidth"": 119.0, ""inlierBoxX"": 40.0, ""inlierBoxY"": 32.0, ""inlierRatio"": 1.0, ""matchScore"": 1.0, ""normalizedTemplateSimilarity"": 1.0, ""phashSimilarity"": 1.0, ""projectedCoverage"": 0.4005677328414389, ""tealDilatedCoverage"": 0.028279511038131727, ""tealRawCoverage"": 0.022441160372194856, ""templateKeypoints"": 97.0, ""templateMatchHeight"": 261.0, ""templateMatchScale"": 1.0, ""templateMatchScore"": 1.0, ""templateMatchWidth"": 189.0, ""templateMatchX"": 0.0, ""templateMatchY"": 0.0}",FeaturePresenceDetector,presence-offline.2,20,coarse similarity and AKAZE/RANSAC geometry agree,docs\reports\b3\feature_presence\evaluation\debug\key\feature_2__feature_2.png.jpg,KEY_SELF_CHECK,False
key:nut_1,nut_1.png,nut,unknown,"[0.0, 0.0, 1.0, 1.0]",PASS,0.7459224619646544,"{""averageCenterHoleScore"": 0.7164991767265669, ""averageCircularity"": 0.8587694211590906, ""averageEdgeDensity"": 0.20034204537413097, ""averageGeometryScore"": 0.752797030309242, ""candidateCount"": 2.0, ""candidateCountBeforeNms"": 2.0, ""minCenterHoleScore"": 0.6308503352165221, ""quality"": 1.0, ""tealDilatedCoverage"": 0.0203770337922403, ""tealRawCoverage"": 0.014881883604505632}",NutPresenceDetector,presence-offline.2,8,configured nut count and near-hexagonal geometry match,docs\reports\b3\feature_presence\evaluation\debug\key\nut__nut_1.png.jpg,KEY_SELF_CHECK,False
key:thread_1,thread_1.png,thread,unknown,"[0.0, 0.0, 1.0, 1.0]",PASS,0.5480654505138634,"{""circleAngularCoverage"": 0.7777777777777778, ""circleCandidates"": 4.0, ""circleCenterX"": 46.20000076293945, ""circleCenterY"": 52.20000076293945, ""circleGeometryScore"": 0.5002172913076007, ""circleRadialConsistency"": 0.08387656160233514, ""circleRadius"": 19.719999313354492, ""innerDarkRatio"": 0.2981072555205047, ""quality"": 1.0, ""sharpness"": 0.9966600058400771, ""tealDilatedCoverage"": 0.0015698587127158557, ""tealRawCoverage"": 0.00026164311878597594, ""texturePeriodicityScore"": 0.5527777785062791}",ThreadPresenceDetector,presence-offline.2,15,circular aperture and internal periodic texture are present,docs\reports\b3\feature_presence\evaluation\debug\key\thread__thread_1.png.jpg,KEY_SELF_CHECK,False
key:thread_2,thread_2.png,thread,unknown,"[0.0, 0.0, 1.0, 1.0]",PASS,0.5281022827245543,"{""circleAngularCoverage"": 0.7777777777777778, ""circleCandidates"": 1.0, ""circleCenterX"": 126.5999984741211, ""circleCenterY"": 127.80000305175781, ""circleGeometryScore"": 0.7108302665361032, ""circleRadialConsistency"": 0.6104089996735912, ""circleRadius"": 37.08000183105469, ""innerDarkRatio"": 0.14266607222469907, ""quality"": 1.0, ""sharpness"": 1.0, ""tealDilatedCoverage"": 0.0617850880854972, ""tealRawCoverage"": 0.05029083521193398, ""texturePeriodicityScore"": 0.4044444450736046}",ThreadPresenceDetector,presence-offline.2,21,circular aperture and internal periodic texture are present,docs\reports\b3\feature_presence\evaluation\debug\key\thread__thread_2.png.jpg,KEY_SELF_CHECK,False
dcim:IMG_20260828_103109,IMG_20260828_103109.jpg,thread,unknown,null,SKIPPED,,{},THREAD_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103109,IMG_20260828_103109.jpg,nut,unknown,null,SKIPPED,,{},NUT_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103109,IMG_20260828_103109.jpg,feature_1,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103109,IMG_20260828_103109.jpg,feature_2,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103112,IMG_20260828_103112.jpg,thread,unknown,null,SKIPPED,,{},THREAD_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103112,IMG_20260828_103112.jpg,nut,unknown,null,SKIPPED,,{},NUT_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103112,IMG_20260828_103112.jpg,feature_1,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103112,IMG_20260828_103112.jpg,feature_2,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103115,IMG_20260828_103115.jpg,thread,unknown,null,SKIPPED,,{},THREAD_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103115,IMG_20260828_103115.jpg,nut,unknown,null,SKIPPED,,{},NUT_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103115,IMG_20260828_103115.jpg,feature_1,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103115,IMG_20260828_103115.jpg,feature_2,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103118,IMG_20260828_103118.jpg,thread,unknown,null,SKIPPED,,{},THREAD_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103118,IMG_20260828_103118.jpg,nut,unknown,null,SKIPPED,,{},NUT_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103118,IMG_20260828_103118.jpg,feature_1,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103118,IMG_20260828_103118.jpg,feature_2,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103122,IMG_20260828_103122.jpg,thread,unknown,null,SKIPPED,,{},THREAD_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103122,IMG_20260828_103122.jpg,nut,unknown,null,SKIPPED,,{},NUT_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103122,IMG_20260828_103122.jpg,feature_1,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103122,IMG_20260828_103122.jpg,feature_2,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103127,IMG_20260828_103127.jpg,thread,unknown,null,SKIPPED,,{},THREAD_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103127,IMG_20260828_103127.jpg,nut,unknown,null,SKIPPED,,{},NUT_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103127,IMG_20260828_103127.jpg,feature_1,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103127,IMG_20260828_103127.jpg,feature_2,unknown,null,SKIPPED,,{},FEATURE_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103130,IMG_20260828_103130.jpg,thread,unknown,null,SKIPPED,,{},THREAD_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
dcim:IMG_20260828_103130,IMG_20260828_103130.jpg,nut,unknown,null,SKIPPED,,{},NUT_PRESENCE,not_run_without_human_roi,0,DCIM target ROI is unannotated; image is not searched and label remains unknown.,,DCIM_UNANNOTATED_SMOKE_ONLY,False
